date,year,month,state,hi_level,jo_level,ld_level,qu_level,ts_level,hi_rate,jo_rate,ld_rate,qu_rate,ts_rate,raw_score,quit_score,area_rank,pop_rank,FIPS,Abbr,region
1/1/2019,2019,01,Alabama,76,95,23,46,74,3.7,4.4,1.1,2.2,3.6,7.89,67,30,24," ""01000""",AL,South
1/1/2019,2019,01,Alaska,20,22,6,13,20,6.1,6.3,1.8,3.9,6.1,12.59,81,1,48," ""02000""",AK,West
1/1/2019,2019,01,Arizona,123,196,27,85,118,4.2,6.3,0.9,2.9,4.1,10.99,76,6,14," ""04000""",AZ,West
1/1/2019,2019,01,Arkansas,54,56,14,33,50,4.2,4.2,1.1,2.6,3.9,8.58,69,29,33," ""05000""",AR,South
1/1/2019,2019,01,California,559,755,177,356,572,3.2,4.2,1,2.1,3.3,7.29,65,3,1," ""06000""",CA,West
1/1/2019,2019,01,Colorado,117,156,32,72,110,4.2,5.4,1.2,2.6,4,9.38,72,8,21," ""08000""",CO,West
1/1/2019,2019,01,Connecticut,52,61,17,24,44,3.1,3.5,1,1.4,2.6,5.78,61,48,29," ""09000""",CT,North
1/1/2019,2019,01,Delaware,22,24,7,12,20,4.7,4.9,1.5,2.6,4.3,9.04,70,49,45," ""10000""",DE,North
1/1/2019,2019,01,Florida,340,455,85,215,317,3.8,4.9,1,2.4,3.6,8.69,69,22,3," ""12000""",FL,South
1/1/2019,2019,01,Georgia,178,227,49,106,167,3.9,4.7,1.1,2.3,3.6,8.35,68,24,8," ""13000""",GA,South
1/1/2019,2019,01,Hawaii,31,39,7,20,29,4.7,5.6,1.1,3,4.4,10.64,75,43,40," ""15000""",HI,West
1/1/2019,2019,01,Idaho,36,40,7,23,31,4.8,5.1,0.9,3.1,4.1,10.66,75,14,38," ""16000""",ID,West
1/1/2019,2019,01,Illinois,226,314,54,124,184,3.7,4.9,0.9,2,3,8.15,68,25,6," ""17000""",IL,Midwest
1/1/2019,2019,01,Indiana,131,176,38,85,127,4.1,5.3,1.2,2.7,4,9.31,71,38,17," ""18000""",IN,Midwest
1/1/2019,2019,01,Iowa,55,75,16,33,51,3.5,4.5,1,2.1,3.2,7.7,66,26,31," ""19000""",IA,Midwest
1/1/2019,2019,01,Kansas,48,75,15,30,47,3.4,5,1.1,2.1,3.3,7.88,67,15,35," ""20000""",KS,Midwest
1/1/2019,2019,01,Kentucky,82,92,25,52,80,4.2,4.5,1.3,2.7,4.1,8.66,69,37,26," ""21000""",KY,South
1/1/2019,2019,01,Louisiana,92,89,24,57,86,4.6,4.3,1.2,2.9,4.3,9.23,71,31,25," ""22000""",LA,South
1/1/2019,2019,01,Maine,25,32,8,11,21,3.9,4.8,1.3,1.7,3.3,7.46,66,39,42," ""23000""",ME,North
1/1/2019,2019,01,Maryland,105,143,28,65,100,3.8,4.9,1,2.4,3.6,8.69,69,42,18," ""24000""",MD,South
1/1/2019,2019,01,Massachusetts,124,190,39,56,101,3.4,4.9,1.1,1.5,2.8,7.04,64,44,15," ""25000""",MA,North
1/1/2019,2019,01,Michigan,140,225,43,104,157,3.2,4.8,1,2.3,3.5,8.01,67,11,10," ""26000""",MI,Midwest
1/1/2019,2019,01,Minnesota,130,153,26,58,92,4.4,4.9,0.9,1.9,3.1,8.68,69,12,22," ""27000""",MN,Midwest
1/1/2019,2019,01,Mississippi,48,54,13,30,46,4.1,4.4,1.1,2.6,4,8.71,69,32,34," ""28000""",MS,South
1/1/2019,2019,01,Missouri,99,155,33,72,109,3.4,5.1,1.1,2.5,3.7,8.48,69,21,19," ""29000""",MO,Midwest
1/1/2019,2019,01,Montana,24,27,7,15,23,5,5.3,1.5,3.1,4.8,10.21,74,4,44," ""30000""",MT,West
1/1/2019,2019,01,Nebraska,37,53,11,22,34,3.6,4.9,1.1,2.1,3.3,7.95,67,16,37," ""31000""",NE,Midwest
1/1/2019,2019,01,Nevada,63,66,13,40,56,4.5,4.5,0.9,2.8,4,9.63,72,7,32," ""32000""",NV,West
1/1/2019,2019,01,New Hampshire,24,33,8,12,21,3.5,4.6,1.2,1.8,3.1,7.14,65,46,41," ""33000""",NH,North
1/1/2019,2019,01,New Jersey,137,193,39,96,144,3.3,4.4,0.9,2.3,3.4,7.91,67,47,11," ""34000""",NJ,North
1/1/2019,2019,01,New Mexico,32,46,8,24,34,3.8,5.1,0.9,2.8,4,9.55,72,5,36," ""35000""",NM,West
1/1/2019,2019,01,New York,266,375,108,137,261,2.7,3.7,1.1,1.4,2.7,5.54,60,27,4," ""36000""",NY,North
1/1/2019,2019,01,North Carolina,216,289,81,142,234,4.7,6,1.8,3.1,5.1,10.2,74,28,9," ""37000""",NC,South
1/1/2019,2019,01,North Dakota,26,39,7,15,23,5.9,8.1,1.6,3.4,5.2,13.31,83,19,47," ""38000""",ND,West
1/1/2019,2019,01,Ohio,199,310,66,146,227,3.6,5.3,1.2,2.6,4.1,8.9,70,34,7," ""39000""",OH,Midwest
1/1/2019,2019,01,Oklahoma,72,77,21,51,77,4.2,4.3,1.2,3,4.5,9.08,71,20,28," ""40000""",OK,South
1/1/2019,2019,01,Oregon,87,108,23,55,81,4.5,5.3,1.2,2.8,4.2,9.8,73,9,27," ""41000""",OR,West
1/1/2019,2019,01,Pennsylvania,187,300,51,99,159,3.1,4.7,0.8,1.6,2.6,7.19,65,33,5," ""42000""",PA,North
1/1/2019,2019,01,Rhode Island,21,28,6,9,16,4.2,5.3,1.2,1.8,3.2,8.22,68,50,43," ""44000""",RI,North
1/1/2019,2019,01,South Carolina,101,125,37,72,113,4.6,5.4,1.7,3.3,5.2,10.02,73,40,23," ""45000""",SC,South
1/1/2019,2019,01,South Dakota,16,22,5,11,17,3.6,4.8,1.1,2.5,3.9,8.5,69,17,46," ""46000""",SD,West
1/1/2019,2019,01,Tennessee,135,158,38,84,127,4.3,4.8,1.2,2.7,4.1,9.13,71,36,16," ""47000""",TN,South
1/1/2019,2019,01,Texas,634,612,155,379,557,5,4.6,1.2,3,4.4,9.9,73,2,2," ""48000""",TX,South
1/1/2019,2019,01,Utah,78,88,25,52,79,5.1,5.4,1.6,3.4,5.1,10.58,75,13,30," ""49000""",UT,West
1/1/2019,2019,01,Vermont,13,17,4,7,11,4.1,5.1,1.3,2.2,3.5,8.31,68,45,49," ""50000""",VT,North
1/1/2019,2019,01,Virginia,149,210,68,78,157,3.7,4.9,1.7,1.9,3.9,7.31,65,35,12," ""51000""",VA,South
1/1/2019,2019,01,Washington,130,155,44,84,135,3.8,4.3,1.3,2.4,3.9,7.88,67,18,13," ""53000""",WA,West
1/1/2019,2019,01,West Virginia,34,43,11,21,34,4.7,5.6,1.5,2.9,4.7,10.01,73,41,39," ""54000""",WV,South
1/1/2019,2019,01,Wisconsin,110,157,32,64,102,3.7,5,1.1,2.1,3.4,8.16,68,23,20," ""55000""",WI,Midwest
1/1/2019,2019,01,Wyoming,16,17,4,10,14,5.5,5.6,1.4,3.5,4.9,11.36,78,10,50," ""56000""",WY,West
2/1/2019,2019,02,Alabama,80,86,23,54,81,3.9,4,1.1,2.6,3.9,8.19,68,30,24," ""01000""",AL,South
2/1/2019,2019,02,Alaska,21,24,6,13,20,6.4,6.8,1.8,3.9,6.1,13.2,83,1,48," ""02000""",AK,West
2/1/2019,2019,02,Arizona,114,168,26,86,118,3.9,5.5,0.9,3,4.1,10.17,74,6,14," ""04000""",AZ,West
2/1/2019,2019,02,Arkansas,59,60,14,36,54,4.6,4.5,1.1,2.8,4.2,9.43,72,29,33," ""05000""",AR,South
2/1/2019,2019,02,California,503,738,198,371,607,2.9,4.1,1.1,2.1,3.5,6.92,64,3,1," ""06000""",CA,West
2/1/2019,2019,02,Colorado,109,150,31,71,105,3.9,5.1,1.1,2.6,3.8,9,70,8,21," ""08000""",CO,West
2/1/2019,2019,02,Connecticut,53,64,19,24,46,3.1,3.6,1.1,1.4,2.7,5.76,61,48,29," ""09000""",CT,North
2/1/2019,2019,02,Delaware,22,21,6,13,20,4.7,4.3,1.3,2.8,4.3,9.06,71,49,45," ""10000""",DE,North
2/1/2019,2019,02,Florida,340,369,110,207,332,3.8,4,1.2,2.3,3.7,7.63,66,22,3," ""12000""",FL,South
2/1/2019,2019,02,Georgia,176,227,47,115,178,3.8,4.7,1,2.5,3.9,8.76,70,24,8," ""13000""",GA,South
2/1/2019,2019,02,Hawaii,22,32,6,17,24,3.3,4.6,0.9,2.6,3.6,8.4,69,43,40," ""15000""",HI,West
2/1/2019,2019,02,Idaho,34,40,8,27,37,4.5,5.1,1.1,3.6,4.9,10.78,76,14,38," ""16000""",ID,West
2/1/2019,2019,02,Illinois,226,293,61,140,209,3.7,4.6,1,2.3,3.4,8.19,68,25,6," ""17000""",IL,Midwest
2/1/2019,2019,02,Indiana,128,157,56,79,143,4,4.7,1.8,2.5,4.5,8,67,38,17," ""18000""",IN,Midwest
2/1/2019,2019,02,Iowa,53,75,18,34,55,3.3,4.5,1.1,2.1,3.5,7.53,66,26,31," ""19000""",IA,Midwest
2/1/2019,2019,02,Kansas,53,77,17,34,54,3.7,5.1,1.2,2.4,3.8,8.51,69,15,35," ""20000""",KS,Midwest
2/1/2019,2019,02,Kentucky,88,95,26,52,84,4.5,4.7,1.3,2.7,4.3,9.14,71,37,26," ""21000""",KY,South
2/1/2019,2019,02,Louisiana,94,85,25,62,93,4.7,4.1,1.3,3.1,4.7,9.32,71,31,25," ""22000""",LA,South
2/1/2019,2019,02,Maine,25,31,11,11,24,3.9,4.6,1.7,1.7,3.8,7.05,64,39,42," ""23000""",ME,North
2/1/2019,2019,02,Maryland,102,137,38,73,118,3.7,4.7,1.4,2.6,4.3,8.3,68,42,18," ""24000""",MD,South
2/1/2019,2019,02,Massachusetts,120,177,42,52,111,3.3,4.6,1.1,1.4,3,6.8,64,44,15," ""25000""",MA,North
2/1/2019,2019,02,Michigan,203,202,53,107,170,4.6,4.4,1.2,2.4,3.8,8.66,69,11,10," ""26000""",MI,Midwest
2/1/2019,2019,02,Minnesota,91,148,24,57,87,3.1,4.7,0.8,1.9,2.9,7.6,66,12,22," ""27000""",MN,Midwest
2/1/2019,2019,02,Mississippi,49,53,15,32,50,4.2,4.4,1.3,2.8,4.3,8.75,70,32,34," ""28000""",MS,South
2/1/2019,2019,02,Missouri,95,153,27,52,85,3.3,5,0.9,1.8,2.9,7.71,66,21,19," ""29000""",MO,Midwest
2/1/2019,2019,02,Montana,22,27,6,15,23,4.6,5.3,1.2,3.1,4.8,10.4,75,4,44," ""30000""",MT,West
2/1/2019,2019,02,Nebraska,39,49,11,25,38,3.8,4.6,1.1,2.4,3.7,8.33,68,16,37," ""31000""",NE,Midwest
2/1/2019,2019,02,Nevada,50,68,13,36,51,3.5,4.6,0.9,2.6,3.6,8.56,69,7,32," ""32000""",NV,West
2/1/2019,2019,02,New Hampshire,25,31,8,12,23,3.7,4.3,1.2,1.8,3.4,7.24,65,46,41," ""33000""",NH,North
2/1/2019,2019,02,New Jersey,157,172,44,84,141,3.8,3.9,1.1,2,3.4,7.33,65,47,11," ""34000""",NJ,North
2/1/2019,2019,02,New Mexico,37,42,7,25,34,4.4,4.7,0.8,2.9,4,10,73,5,36," ""35000""",NM,West
2/1/2019,2019,02,New York,270,375,96,149,268,2.8,3.7,1,1.5,2.7,5.84,61,27,4," ""36000""",NY,North
2/1/2019,2019,02,North Carolina,246,289,75,146,236,5.4,6,1.6,3.2,5.2,11.16,77,28,9," ""37000""",NC,South
2/1/2019,2019,02,North Dakota,18,24,5,10,16,4.1,5.2,1.1,2.3,3.6,8.89,70,19,47," ""38000""",ND,West
2/1/2019,2019,02,Ohio,197,262,53,121,187,3.5,4.5,0.9,2.2,3.3,8.01,67,34,7," ""39000""",OH,Midwest
2/1/2019,2019,02,Oklahoma,84,76,21,66,92,4.9,4.3,1.2,3.9,5.4,10.72,76,20,28," ""40000""",OK,South
2/1/2019,2019,02,Oregon,70,91,22,56,82,3.6,4.5,1.1,2.9,4.2,8.72,70,9,27," ""41000""",OR,West
2/1/2019,2019,02,Pennsylvania,185,278,68,93,175,3.1,4.4,1.1,1.5,2.9,6.53,63,33,5," ""42000""",PA,North
2/1/2019,2019,02,Rhode Island,20,24,7,9,18,4,4.6,1.4,1.8,3.6,7.49,66,50,43," ""44000""",RI,North
2/1/2019,2019,02,South Carolina,105,121,36,79,119,4.8,5.3,1.7,3.6,5.5,10.47,75,40,23," ""45000""",SC,South
2/1/2019,2019,02,South Dakota,18,23,5,10,16,4.1,5,1.1,2.3,3.6,8.73,70,17,46," ""46000""",SD,West
2/1/2019,2019,02,Tennessee,142,135,39,107,156,4.6,4.2,1.3,3.4,5,9.68,72,36,16," ""47000""",TN,South
2/1/2019,2019,02,Texas,585,593,192,337,560,4.6,4.5,1.5,2.7,4.4,8.8,70,2,2," ""48000""",TX,South
2/1/2019,2019,02,Utah,78,79,14,51,69,5.1,4.9,0.9,3.3,4.5,11.08,77,13,30," ""49000""",UT,West
2/1/2019,2019,02,Vermont,13,16,5,6,12,4.1,4.8,1.6,1.9,3.8,7.6,66,45,49," ""50000""",VT,North
2/1/2019,2019,02,Virginia,164,214,39,92,140,4.1,5,1,2.3,3.5,8.87,70,35,12," ""51000""",VA,South
2/1/2019,2019,02,Washington,101,167,41,74,124,3,4.7,1.2,2.2,3.6,7.43,66,18,13," ""53000""",WA,West
2/1/2019,2019,02,West Virginia,34,39,10,21,34,4.7,5.1,1.4,2.9,4.7,9.79,73,41,39," ""54000""",WV,South
2/1/2019,2019,02,Wisconsin,109,152,34,71,111,3.7,4.8,1.1,2.4,3.7,8.4,69,23,20," ""55000""",WI,Midwest
2/1/2019,2019,02,Wyoming,15,17,3,9,13,5.2,5.5,1,3.1,4.5,11.29,77,10,50," ""56000""",WY,West
3/1/2019,2019,03,Alabama,79,94,21,50,76,3.8,4.3,1,2.4,3.7,8.27,68,30,24," ""01000""",AL,South
3/1/2019,2019,03,Alaska,20,24,7,13,20,6.1,6.8,2.1,3.9,6.1,12.5,81,1,48," ""02000""",AK,West
3/1/2019,2019,03,Arizona,128,159,33,71,109,4.4,5.2,1.1,2.4,3.7,9.25,71,6,14," ""04000""",AZ,West
3/1/2019,2019,03,Arkansas,57,62,22,39,65,4.5,4.6,1.7,3.1,5.1,9.15,71,29,33," ""05000""",AR,South
3/1/2019,2019,03,California,545,765,139,338,518,3.1,4.2,0.8,1.9,3,7.26,65,3,1," ""06000""",CA,West
3/1/2019,2019,03,Colorado,99,155,37,68,112,3.6,5.3,1.3,2.5,4,8.6,69,8,21," ""08000""",CO,West
3/1/2019,2019,03,Connecticut,70,65,26,30,58,4.1,3.7,1.5,1.8,3.4,6.66,63,48,29," ""09000""",CT,North
3/1/2019,2019,03,Delaware,21,24,6,13,20,4.5,4.9,1.3,2.8,4.3,9.37,71,49,45," ""10000""",DE,North
3/1/2019,2019,03,Florida,337,430,89,211,315,3.8,4.6,1,2.4,3.5,8.4,69,22,3," ""12000""",FL,South
3/1/2019,2019,03,Georgia,169,244,54,118,187,3.7,5,1.2,2.6,4.1,8.74,70,24,8," ""13000""",GA,South
3/1/2019,2019,03,Hawaii,23,31,7,15,24,3.5,4.5,1.1,2.3,3.6,7.89,67,43,40," ""15000""",HI,West
3/1/2019,2019,03,Idaho,35,40,11,22,35,4.7,5.1,1.5,2.9,4.7,9.63,72,14,38," ""16000""",ID,West
3/1/2019,2019,03,Illinois,173,311,60,122,195,2.8,4.8,1,2,3.2,7.31,65,25,6," ""17000""",IL,Midwest
3/1/2019,2019,03,Indiana,129,144,43,83,133,4.1,4.4,1.4,2.6,4.2,8.33,68,38,17," ""18000""",IN,Midwest
3/1/2019,2019,03,Iowa,57,79,14,30,47,3.6,4.7,0.9,1.9,3,7.85,67,26,31," ""19000""",IA,Midwest
3/1/2019,2019,03,Kansas,52,77,14,36,54,3.7,5.1,1,2.5,3.8,8.95,70,15,35," ""20000""",KS,Midwest
3/1/2019,2019,03,Kentucky,82,95,22,54,82,4.2,4.7,1.1,2.8,4.2,9.27,71,37,26," ""21000""",KY,South
3/1/2019,2019,03,Louisiana,87,91,27,59,91,4.4,4.4,1.4,3,4.6,9.05,71,31,25," ""22000""",LA,South
3/1/2019,2019,03,Maine,24,32,10,14,25,3.8,4.8,1.6,2.2,3.9,7.66,66,39,42," ""23000""",ME,North
3/1/2019,2019,03,Maryland,97,151,44,65,115,3.5,5.2,1.6,2.3,4.2,7.97,67,42,18," ""24000""",MD,South
3/1/2019,2019,03,Massachusetts,118,185,38,73,118,3.2,4.8,1,2,3.2,7.62,66,44,15," ""25000""",MA,North
3/1/2019,2019,03,Michigan,172,238,44,104,157,3.9,5.1,1,2.3,3.5,8.79,70,11,10," ""26000""",MI,Midwest
3/1/2019,2019,03,Minnesota,92,140,29,55,88,3.1,4.5,1,1.8,3,7.05,64,12,22," ""27000""",MN,Midwest
3/1/2019,2019,03,Mississippi,49,54,19,35,58,4.2,4.5,1.6,3,5,8.86,70,32,34," ""28000""",MS,South
3/1/2019,2019,03,Missouri,106,148,25,61,93,3.6,4.8,0.9,2.1,3.2,8.2,68,21,19," ""29000""",MO,Midwest
3/1/2019,2019,03,Montana,23,27,6,15,22,4.8,5.3,1.2,3.1,4.6,10.47,75,4,44," ""30000""",MT,West
3/1/2019,2019,03,Nebraska,33,50,10,24,36,3.2,4.7,1,2.3,3.5,7.93,67,16,37," ""31000""",NE,Midwest
3/1/2019,2019,03,Nevada,57,71,16,39,58,4,4.8,1.1,2.8,4.1,9.15,71,7,32," ""32000""",NV,West
3/1/2019,2019,03,New Hampshire,26,31,9,13,23,3.8,4.3,1.3,1.9,3.4,7.23,65,46,41," ""33000""",NH,North
3/1/2019,2019,03,New Jersey,134,186,55,88,151,3.2,4.2,1.3,2.1,3.6,6.98,64,47,11," ""34000""",NJ,North
3/1/2019,2019,03,New Mexico,37,51,9,25,37,4.3,5.6,1.1,2.9,4.3,10.19,74,5,36," ""35000""",NM,West
3/1/2019,2019,03,New York,289,363,93,150,261,3,3.6,1,1.5,2.7,5.91,61,27,4," ""36000""",NY,North
3/1/2019,2019,03,North Carolina,245,294,66,144,226,5.4,6.1,1.4,3.2,5,11.48,78,28,9," ""37000""",NC,South
3/1/2019,2019,03,North Dakota,17,26,5,11,18,3.9,5.6,1.1,2.5,4.1,9.46,72,19,47," ""38000""",ND,West
3/1/2019,2019,03,Ohio,212,277,65,138,216,3.8,4.7,1.2,2.5,3.9,8.41,69,34,7," ""39000""",OH,Midwest
3/1/2019,2019,03,Oklahoma,75,92,23,56,84,4.4,5.1,1.3,3.3,4.9,10.12,74,20,28," ""40000""",OK,South
3/1/2019,2019,03,Oregon,86,104,21,51,76,4.4,5.1,1.1,2.6,3.9,9.44,72,9,27," ""41000""",OR,West
3/1/2019,2019,03,Pennsylvania,199,287,63,130,202,3.3,4.5,1,2.1,3.3,7.6,66,33,5," ""42000""",PA,North
3/1/2019,2019,03,Rhode Island,19,24,7,14,22,3.8,4.6,1.4,2.8,4.4,8.5,69,50,43," ""44000""",RI,North
3/1/2019,2019,03,South Carolina,100,121,35,73,114,4.6,5.3,1.6,3.4,5.2,10.17,74,40,23," ""45000""",SC,South
3/1/2019,2019,03,South Dakota,16,21,4,10,16,3.6,4.6,0.9,2.3,3.6,8.4,69,17,46," ""46000""",SD,West
3/1/2019,2019,03,Tennessee,140,147,42,75,124,4.5,4.5,1.3,2.4,4,8.6,69,36,16," ""47000""",TN,South
3/1/2019,2019,03,Texas,594,591,184,341,554,4.7,4.4,1.4,2.7,4.4,8.95,70,2,2," ""48000""",TX,South
3/1/2019,2019,03,Utah,84,88,31,62,99,5.4,5.4,2,4,6.4,11.28,77,13,30," ""49000""",UT,West
3/1/2019,2019,03,Vermont,13,16,5,7,12,4.1,4.8,1.6,2.2,3.8,7.81,67,45,49," ""50000""",VT,North
3/1/2019,2019,03,Virginia,154,223,37,95,140,3.8,5.2,0.9,2.3,3.5,8.99,70,35,12," ""51000""",VA,South
3/1/2019,2019,03,Washington,135,159,43,70,120,3.9,4.4,1.2,2,3.5,7.67,66,18,13," ""53000""",WA,West
3/1/2019,2019,03,West Virginia,36,43,10,20,32,5,5.6,1.4,2.8,4.4,10.17,74,41,39," ""54000""",WV,South
3/1/2019,2019,03,Wisconsin,106,155,27,69,101,3.5,4.9,0.9,2.3,3.4,8.46,69,23,20," ""55000""",WI,Midwest
3/1/2019,2019,03,Wyoming,14,16,4,10,15,4.8,5.2,1.4,3.4,5.2,10.56,75,10,50," ""56000""",WY,West
4/1/2019,2019,04,Alabama,83,99,29,50,88,4,4.6,1.4,2.4,4.2,8.25,68,30,24," ""01000""",AL,South
4/1/2019,2019,04,Alaska,22,23,6,13,20,6.7,6.5,1.8,3.9,6.1,13.2,83,1,48," ""02000""",AK,West
4/1/2019,2019,04,Arizona,141,152,34,84,123,4.8,4.9,1.2,2.9,4.2,9.8,73,6,14," ""04000""",AZ,West
4/1/2019,2019,04,Arkansas,57,60,16,34,52,4.5,4.5,1.3,2.7,4.1,8.88,70,29,33," ""05000""",AR,South
4/1/2019,2019,04,California,570,777,254,358,647,3.3,4.3,1.5,2.1,3.7,6.9,64,3,1," ""06000""",CA,West
4/1/2019,2019,04,Colorado,151,151,33,71,120,5.4,5.2,1.2,2.6,4.3,10.32,74,8,21," ""08000""",CO,West
4/1/2019,2019,04,Connecticut,58,64,25,25,53,3.4,3.6,1.5,1.5,3.1,5.73,60,48,29," ""09000""",CT,North
4/1/2019,2019,04,Delaware,22,23,8,14,23,4.7,4.7,1.7,3,4.9,9.21,71,49,45," ""10000""",DE,North
4/1/2019,2019,04,Florida,328,413,94,199,307,3.7,4.4,1.1,2.2,3.4,7.78,67,22,3," ""12000""",FL,South
4/1/2019,2019,04,Georgia,187,235,53,129,192,4.1,4.9,1.2,2.8,4.2,9.18,71,24,8," ""13000""",GA,South
4/1/2019,2019,04,Hawaii,22,25,8,15,24,3.3,3.7,1.2,2.3,3.6,6.98,64,43,40," ""15000""",HI,West
4/1/2019,2019,04,Idaho,36,36,9,19,30,4.8,4.5,1.2,2.5,4,9.08,71,14,38," ""16000""",ID,West
4/1/2019,2019,04,Illinois,215,292,53,124,189,3.5,4.5,0.9,2,3.1,7.75,67,25,6," ""17000""",IL,Midwest
4/1/2019,2019,04,Indiana,145,165,49,85,141,4.6,5,1.6,2.7,4.5,9.07,71,38,17," ""18000""",IN,Midwest
4/1/2019,2019,04,Iowa,59,79,22,33,58,3.7,4.7,1.4,2.1,3.7,7.62,66,26,31," ""19000""",IA,Midwest
4/1/2019,2019,04,Kansas,64,83,15,36,53,4.5,5.5,1.1,2.5,3.7,9.64,72,15,35," ""20000""",KS,Midwest
4/1/2019,2019,04,Kentucky,80,89,26,56,88,4.1,4.4,1.3,2.9,4.5,8.84,70,37,26," ""21000""",KY,South
4/1/2019,2019,04,Louisiana,91,91,29,57,93,4.6,4.4,1.5,2.9,4.7,9.02,70,31,25," ""22000""",LA,South
4/1/2019,2019,04,Maine,24,28,9,12,21,3.8,4.2,1.4,1.9,3.3,6.95,64,39,42," ""23000""",ME,North
4/1/2019,2019,04,Maryland,100,135,33,64,110,3.6,4.7,1.2,2.3,4,8.15,68,42,18," ""24000""",MD,South
4/1/2019,2019,04,Massachusetts,116,181,38,57,100,3.1,4.7,1,1.5,2.7,6.79,64,44,15," ""25000""",MA,North
4/1/2019,2019,04,Michigan,183,224,49,113,172,4.1,4.8,1.1,2.5,3.9,8.89,70,11,10," ""26000""",MI,Midwest
4/1/2019,2019,04,Minnesota,85,145,24,60,90,2.9,4.6,0.8,2,3,7.5,66,12,22," ""27000""",MN,Midwest
4/1/2019,2019,04,Mississippi,49,56,17,32,51,4.2,4.6,1.5,2.8,4.4,8.65,69,32,34," ""28000""",MS,South
4/1/2019,2019,04,Missouri,121,168,29,72,109,4.2,5.5,1,2.5,3.7,9.6,72,21,19," ""29000""",MO,Midwest
4/1/2019,2019,04,Montana,25,28,7,14,22,5.2,5.5,1.4,2.9,4.6,10.43,75,4,44," ""30000""",MT,West
4/1/2019,2019,04,Nebraska,41,50,12,23,37,4,4.7,1.2,2.2,3.6,8.18,68,16,37," ""31000""",NE,Midwest
4/1/2019,2019,04,Nevada,60,70,16,39,59,4.2,4.7,1.1,2.8,4.2,9.27,71,7,32," ""32000""",NV,West
4/1/2019,2019,04,New Hampshire,27,29,8,14,23,4,4.1,1.2,2.1,3.4,7.54,66,46,41," ""33000""",NH,North
4/1/2019,2019,04,New Jersey,134,172,55,78,146,3.2,3.9,1.3,1.9,3.5,6.56,63,47,11," ""34000""",NJ,North
4/1/2019,2019,04,New Mexico,38,42,10,22,34,4.5,4.7,1.2,2.6,4,9.08,71,5,36," ""35000""",NM,West
4/1/2019,2019,04,New York,322,343,117,122,254,3.3,3.4,1.2,1.2,2.6,5.41,59,27,4," ""36000""",NY,North
4/1/2019,2019,04,North Carolina,253,280,89,146,247,5.5,5.8,2,3.2,5.4,10.58,75,28,9," ""37000""",NC,South
4/1/2019,2019,04,North Dakota,20,28,6,11,18,4.5,6,1.4,2.5,4.1,9.69,72,19,47," ""38000""",ND,West
4/1/2019,2019,04,Ohio,240,298,95,135,236,4.3,5.1,1.7,2.4,4.2,8.4,69,34,7," ""39000""",OH,Midwest
4/1/2019,2019,04,Oklahoma,76,82,20,47,72,4.5,4.6,1.2,2.8,4.2,9.26,71,20,28," ""40000""",OK,South
4/1/2019,2019,04,Oregon,92,100,22,56,83,4.7,4.9,1.1,2.9,4.3,9.95,73,9,27," ""41000""",OR,West
4/1/2019,2019,04,Pennsylvania,221,275,72,119,199,3.6,4.3,1.2,2,3.3,7.26,65,33,5," ""42000""",PA,North
4/1/2019,2019,04,Rhode Island,21,23,12,10,22,4.2,4.4,2.4,2,4.4,6.86,64,50,43," ""44000""",RI,North
4/1/2019,2019,04,South Carolina,105,119,32,64,100,4.8,5.2,1.5,2.9,4.6,9.73,73,40,23," ""45000""",SC,South
4/1/2019,2019,04,South Dakota,17,22,6,11,18,3.9,4.8,1.4,2.5,4.1,8.35,68,17,46," ""46000""",SD,West
4/1/2019,2019,04,Tennessee,143,141,36,78,121,4.6,4.3,1.2,2.5,3.9,8.72,70,36,16," ""47000""",TN,South
4/1/2019,2019,04,Texas,584,621,192,363,573,4.6,4.6,1.5,2.8,4.5,9,70,2,2," ""48000""",TX,South
4/1/2019,2019,04,Utah,89,85,33,52,88,5.7,5.2,2.1,3.4,5.7,10.45,75,13,30," ""49000""",UT,West
4/1/2019,2019,04,Vermont,13,14,4,6,11,4.1,4.2,1.3,1.9,3.5,7.44,66,45,49," ""50000""",VT,North
4/1/2019,2019,04,Virginia,162,215,49,91,146,4,5,1.2,2.2,3.6,8.4,69,35,12," ""51000""",VA,South
4/1/2019,2019,04,Washington,171,172,44,65,118,4.9,4.7,1.3,1.9,3.4,8.32,68,18,13," ""53000""",WA,West
4/1/2019,2019,04,West Virginia,32,41,10,21,32,4.4,5.4,1.4,2.9,4.4,9.63,72,41,39," ""54000""",WV,South
4/1/2019,2019,04,Wisconsin,115,163,28,73,106,3.8,5.2,0.9,2.4,3.5,9.07,71,23,20," ""55000""",WI,Midwest
4/1/2019,2019,04,Wyoming,15,17,6,10,16,5.2,5.5,2.1,3.4,5.5,10.2,74,10,50," ""56000""",WY,West
5/1/2019,2019,05,Alabama,80,97,20,50,73,3.9,4.5,1,2.4,3.5,8.4,69,30,24," ""01000""",AL,South
5/1/2019,2019,05,Alaska,18,23,6,12,19,5.5,6.5,1.8,3.6,5.8,11.91,79,1,48," ""02000""",AK,West
5/1/2019,2019,05,Arizona,132,182,42,89,134,4.5,5.9,1.4,3,4.6,10.27,74,6,14," ""04000""",AZ,West
5/1/2019,2019,05,Arkansas,49,59,16,34,52,3.8,4.4,1.3,2.7,4.1,8.28,68,29,33," ""05000""",AR,South
