date,year,month,state,hi_level,jo_level,ld_level,qu_level,ts_level,hi_rate,jo_rate,ld_rate,qu_rate,ts_rate,raw_score,quit_score,area_rank,pop_rank,FIPS,Abbr,region
7/1/2021,2021,07,Arkansas,61,89,10,39,53,4.8,6.5,0.8,3.1,4.2,12.1,80,29,33," ""05000""",AR,South
7/1/2021,2021,07,California,624,1054,97,421,551,3.8,6,0.6,2.5,3.3,10.41,75,3,1," ""06000""",CA,West
7/1/2021,2021,07,Colorado,142,228,49,91,144,5.2,7.7,1.8,3.3,5.3,12.09,80,8,21," ""08000""",CO,West
7/1/2021,2021,07,Connecticut,58,106,15,38,58,3.6,6.2,0.9,2.4,3.6,9.76,73,48,29," ""09000""",CT,North
7/1/2021,2021,07,Delaware,24,35,5,14,20,5.3,7.2,1.1,3.1,4.4,12.48,81,49,45," ""10000""",DE,North
7/1/2021,2021,07,Florida,422,715,70,269,356,4.8,7.5,0.8,3.1,4.1,12.89,82,22,3," ""12000""",FL,South
7/1/2021,2021,07,Georgia,240,383,65,157,228,5.3,7.7,1.4,3.4,5,12.81,82,24,8," ""13000""",GA,South
7/1/2021,2021,07,Hawaii,26,46,9,19,29,4.5,7.3,1.5,3.3,5,11.62,78,43,40," ""15000""",HI,West
7/1/2021,2021,07,Idaho,44,67,8,24,33,5.6,7.8,1,3,4.2,13.25,83,14,38," ""16000""",ID,West
7/1/2021,2021,07,Illinois,351,429,57,169,236,6.1,6.9,1,2.9,4.1,12.78,82,25,6," ""17000""",IL,Midwest
7/1/2021,2021,07,Indiana,161,227,30,98,138,5.3,6.9,1,3.2,4.5,12.6,81,38,17," ""18000""",IN,Midwest
7/1/2021,2021,07,Iowa,66,103,14,41,58,4.3,6.3,0.9,2.7,3.8,10.75,76,26,31," ""19000""",IA,Midwest
7/1/2021,2021,07,Kansas,63,87,12,40,56,4.6,5.9,0.9,2.9,4.1,10.99,76,15,35," ""20000""",KS,Midwest
7/1/2021,2021,07,Kentucky,105,170,21,58,86,5.6,8.4,1.1,3.1,4.6,13.8,85,37,26," ""21000""",KY,South
7/1/2021,2021,07,Louisiana,92,132,17,56,78,5,6.7,0.9,3,4.2,12.11,80,31,25," ""22000""",LA,South
7/1/2021,2021,07,Maine,27,56,8,18,29,4.4,8.3,1.3,2.9,4.7,12.22,80,39,42," ""23000""",ME,North
7/1/2021,2021,07,Maryland,119,227,19,69,94,4.5,7.9,0.7,2.6,3.5,12.5,81,42,18," ""24000""",MD,South
7/1/2021,2021,07,Massachusetts,152,286,25,78,119,4.3,7.6,0.7,2.2,3.4,11.69,79,44,15," ""25000""",MA,North
7/1/2021,2021,07,Michigan,230,377,45,139,191,5.5,8.3,1.1,3.3,4.6,13.8,85,11,10," ""26000""",MI,Midwest
7/1/2021,2021,07,Minnesota,119,206,22,74,103,4.2,6.7,0.8,2.6,3.6,11.05,77,12,22," ""27000""",MN,Midwest
7/1/2021,2021,07,Mississippi,58,84,10,30,43,5.1,6.9,0.9,2.6,3.8,11.8,79,32,34," ""28000""",MS,South
7/1/2021,2021,07,Missouri,136,201,24,88,119,4.8,6.6,0.8,3.1,4.2,12.18,80,21,19," ""29000""",MO,Midwest
7/1/2021,2021,07,Montana,29,40,6,15,22,6,7.6,1.2,3.1,4.5,13.18,83,4,44," ""30000""",MT,West
7/1/2021,2021,07,Nebraska,48,70,11,30,45,4.7,6.5,1.1,3,4.4,11.36,78,16,37," ""31000""",NE,Midwest
7/1/2021,2021,07,Nevada,120,156,29,42,72,9,10.4,2.2,3.1,5.4,15.99,92,7,32," ""32000""",NV,West
7/1/2021,2021,07,New Hampshire,31,60,8,19,29,4.7,8.3,1.2,2.9,4.4,12.49,81,46,41," ""33000""",NH,North
7/1/2021,2021,07,New Jersey,195,323,42,100,152,4.9,7.5,1.1,2.5,3.8,11.56,78,47,11," ""34000""",NJ,North
7/1/2021,2021,07,New Mexico,43,61,9,22,33,5.3,7,1.1,2.7,4.1,11.83,79,5,36," ""35000""",NM,West
7/1/2021,2021,07,New York,321,693,79,199,292,3.6,7.2,0.9,2.2,3.3,10.21,74,27,4," ""36000""",NY,North
7/1/2021,2021,07,North Carolina,236,354,86,149,245,5.2,7.2,1.9,3.3,5.4,11.61,78,28,9," ""37000""",NC,South
7/1/2021,2021,07,North Dakota,21,27,6,13,20,5,6.1,1.4,3.1,4.8,10.99,76,19,47," ""38000""",ND,West
7/1/2021,2021,07,Ohio,237,409,60,140,213,4.4,7.1,1.1,2.6,4,11.06,77,34,7," ""39000""",OH,Midwest
7/1/2021,2021,07,Oklahoma,91,108,15,57,77,5.6,6.2,0.9,3.5,4.7,12.84,82,20,28," ""40000""",OK,South
7/1/2021,2021,07,Oregon,98,178,19,49,70,5.2,8.7,1,2.6,3.7,12.99,82,9,27," ""41000""",OR,West
7/1/2021,2021,07,Pennsylvania,195,448,70,118,204,3.4,7.2,1.2,2.1,3.6,9.53,72,33,5," ""42000""",PA,North
7/1/2021,2021,07,Rhode Island,23,38,6,11,20,4.8,7.4,1.3,2.3,4.2,11.07,77,50,43," ""44000""",RI,North
7/1/2021,2021,07,South Carolina,111,180,19,64,89,5.2,7.8,0.9,3,4.2,13.18,83,40,23," ""45000""",SC,South
7/1/2021,2021,07,South Dakota,21,30,5,11,17,4.8,6.4,1.1,2.5,3.9,10.69,75,17,46," ""46000""",SD,West
7/1/2021,2021,07,Tennessee,163,221,37,81,127,5.3,6.7,1.2,2.6,4.1,11.29,77,36,16," ""47000""",TN,South
7/1/2021,2021,07,Texas,573,928,97,360,488,4.5,6.8,0.8,2.8,3.8,11.65,78,2,2," ""48000""",TX,South
7/1/2021,2021,07,Utah,79,131,21,43,67,4.9,7.5,1.3,2.7,4.2,11.53,78,13,30," ""49000""",UT,West
7/1/2021,2021,07,Vermont,13,21,4,9,15,4.3,6.5,1.3,3,5,10.95,76,45,49," ""50000""",VT,North
7/1/2021,2021,07,Virginia,179,320,27,98,140,4.6,7.6,0.7,2.5,3.6,12.31,80,35,12," ""51000""",VA,South
7/1/2021,2021,07,Washington,150,231,36,80,123,4.4,6.4,1.1,2.4,3.6,10.11,74,18,13," ""53000""",WA,West
7/1/2021,2021,07,West Virginia,42,69,8,24,34,6.1,9.1,1.2,3.5,4.9,15.02,89,41,39," ""54000""",WV,South
7/1/2021,2021,07,Wisconsin,127,230,24,77,107,4.4,7.4,0.8,2.7,3.7,11.92,79,23,20," ""55000""",WI,Midwest
7/1/2021,2021,07,Wyoming,16,24,4,9,13,5.9,8.1,1.5,3.3,4.8,13.18,83,10,50," ""56000""",WY,West
8/1/2021,2021,08,Alabama,99,147,16,62,88,4.9,6.8,0.8,3.1,4.3,12.48,81,30,24," ""01000""",AL,South
8/1/2021,2021,08,Alaska,20,30,5,12,18,6.6,9,1.6,3.9,5.9,15.34,90,1,48," ""02000""",AK,West
8/1/2021,2021,08,Arizona,131,236,24,90,121,4.4,7.3,0.8,3,4.1,12.3,80,6,14," ""04000""",AZ,West
8/1/2021,2021,08,Arkansas,62,97,11,39,53,4.9,7.1,0.9,3.1,4.2,12.44,81,29,33," ""05000""",AR,South
8/1/2021,2021,08,California,646,1099,130,408,587,3.9,6.2,0.8,2.5,3.5,10.26,74,3,1," ""06000""",CA,West
8/1/2021,2021,08,Colorado,130,211,73,94,173,4.8,7.2,2.7,3.4,6.3,10.78,76,8,21," ""08000""",CO,West
8/1/2021,2021,08,Connecticut,56,100,9,35,49,3.5,5.9,0.6,2.2,3.1,9.72,73,48,29," ""09000""",CT,North
8/1/2021,2021,08,Delaware,23,33,4,15,21,5.1,6.8,0.9,3.3,4.6,12.71,82,49,45," ""10000""",DE,North
8/1/2021,2021,08,Florida,421,650,93,264,390,4.8,6.9,1.1,3,4.4,11.76,79,22,3," ""12000""",FL,South
8/1/2021,2021,08,Georgia,249,394,43,192,249,5.5,8,0.9,4.2,5.5,15.21,89,24,8," ""13000""",GA,South
8/1/2021,2021,08,Hawaii,23,34,6,19,27,4,5.6,1,3.3,4.7,10.64,75,43,40," ""15000""",HI,West
8/1/2021,2021,08,Idaho,43,59,8,32,43,5.5,7,1,4.1,5.5,14.05,86,14,38," ""16000""",ID,West
8/1/2021,2021,08,Illinois,236,387,60,201,271,4.1,6.3,1,3.5,4.7,11.46,78,25,6," ""17000""",IL,Midwest
8/1/2021,2021,08,Indiana,142,211,26,109,143,4.6,6.5,0.8,3.6,4.7,12.56,81,38,17," ""18000""",IN,Midwest
8/1/2021,2021,08,Iowa,55,96,16,55,76,3.6,5.9,1,3.6,5,10.92,76,26,31," ""19000""",IA,Midwest
8/1/2021,2021,08,Kansas,53,81,12,43,60,3.8,5.5,0.9,3.1,4.3,10.25,74,15,35," ""20000""",KS,Midwest
8/1/2021,2021,08,Kentucky,103,167,20,84,109,5.5,8.2,1.1,4.5,5.8,15.3,90,37,26," ""21000""",KY,South
8/1/2021,2021,08,Louisiana,94,137,15,57,77,5.1,6.9,0.8,3.1,4.2,12.68,82,31,25," ""22000""",LA,South
8/1/2021,2021,08,Maine,26,46,7,17,26,4.2,6.9,1.1,2.8,4.2,11.02,76,39,42," ""23000""",ME,North
8/1/2021,2021,08,Maryland,101,210,21,72,100,3.8,7.3,0.8,2.7,3.7,11.35,77,42,18," ""24000""",MD,South
8/1/2021,2021,08,Massachusetts,130,281,43,88,142,3.7,7.4,1.2,2.5,4.1,10.52,75,44,15," ""25000""",MA,North
8/1/2021,2021,08,Michigan,207,323,47,128,184,5,7.2,1.1,3.1,4.4,12.24,80,11,10," ""26000""",MI,Midwest
8/1/2021,2021,08,Minnesota,98,194,30,75,114,3.4,6.4,1.1,2.6,4,9.73,73,12,22," ""27000""",MN,Midwest
8/1/2021,2021,08,Mississippi,55,85,11,39,53,4.9,7,1,3.4,4.7,12.62,81,32,34," ""28000""",MS,South
8/1/2021,2021,08,Missouri,123,207,26,94,127,4.3,6.8,0.9,3.3,4.5,12,79,21,19," ""29000""",MO,Midwest
8/1/2021,2021,08,Montana,27,39,6,16,23,5.6,7.5,1.2,3.3,4.8,13.12,83,4,44," ""30000""",MT,West
8/1/2021,2021,08,Nebraska,41,66,10,33,46,4,6.1,1,3.2,4.5,10.88,76,16,37," ""31000""",NE,Midwest
8/1/2021,2021,08,Nevada,95,116,19,47,69,7,7.9,1.4,3.5,5.1,14.44,87,7,32," ""32000""",NV,West
8/1/2021,2021,08,New Hampshire,30,53,7,17,26,4.5,7.4,1.1,2.6,3.9,11.31,77,46,41," ""33000""",NH,North
8/1/2021,2021,08,New Jersey,159,296,36,103,152,4,6.9,0.9,2.6,3.8,10.91,76,47,11," ""34000""",NJ,North
8/1/2021,2021,08,New Mexico,39,63,9,26,38,4.8,7.2,1.1,3.2,4.7,12.32,80,5,36," ""35000""",NM,West
8/1/2021,2021,08,New York,343,538,58,200,275,3.8,5.7,0.6,2.2,3.1,9.8,73,27,4," ""36000""",NY,North
8/1/2021,2021,08,North Carolina,234,355,57,153,220,5.2,7.3,1.3,3.4,4.9,12.57,81,28,9," ""37000""",NC,South
8/1/2021,2021,08,North Dakota,20,29,6,13,20,4.8,6.5,1.4,3.1,4.8,11.15,77,19,47," ""38000""",ND,West
8/1/2021,2021,08,Ohio,206,335,39,153,204,3.9,5.9,0.7,2.9,3.8,10.72,76,34,7," ""39000""",OH,Midwest
8/1/2021,2021,08,Oklahoma,71,100,16,53,75,4.3,5.8,1,3.2,4.6,10.93,76,20,28," ""40000""",OK,South
8/1/2021,2021,08,Oregon,96,152,19,58,81,5.1,7.5,1,3.1,4.3,12.74,82,9,27," ""41000""",OR,West
8/1/2021,2021,08,Pennsylvania,181,430,46,120,180,3.2,7,0.8,2.1,3.1,9.78,73,33,5," ""42000""",PA,North
8/1/2021,2021,08,Rhode Island,22,37,6,12,19,4.6,7.2,1.3,2.5,4,10.79,76,50,43," ""44000""",RI,North
8/1/2021,2021,08,South Carolina,114,180,19,62,87,5.3,7.8,0.9,2.9,4.1,13.12,83,40,23," ""45000""",SC,South
8/1/2021,2021,08,South Dakota,18,26,5,15,21,4.1,5.6,1.1,3.4,4.8,10.66,75,17,46," ""46000""",SD,West
8/1/2021,2021,08,Tennessee,150,220,29,104,144,4.8,6.6,0.9,3.4,4.7,12.42,81,36,16," ""47000""",TN,South
8/1/2021,2021,08,Texas,572,922,86,379,487,4.5,6.7,0.7,3,3.8,11.99,79,2,2," ""48000""",TX,South
8/1/2021,2021,08,Utah,73,117,14,42,61,4.5,6.7,0.9,2.6,3.8,11.16,77,13,30," ""49000""",UT,West
8/1/2021,2021,08,Vermont,13,23,4,8,12,4.3,7.1,1.3,2.7,4,10.64,75,45,49," ""50000""",VT,North
8/1/2021,2021,08,Virginia,181,289,37,112,158,4.6,6.9,0.9,2.9,4,11.76,79,35,12," ""51000""",VA,South
8/1/2021,2021,08,Washington,136,215,20,82,109,4,5.9,0.6,2.4,3.2,10.36,74,18,13," ""53000""",WA,West
8/1/2021,2021,08,West Virginia,30,52,6,23,32,4.3,7,0.9,3.3,4.6,12.21,80,41,39," ""54000""",WV,South
8/1/2021,2021,08,Wisconsin,105,214,21,97,124,3.6,6.9,0.7,3.4,4.3,11.95,79,23,20," ""55000""",WI,Midwest
8/1/2021,2021,08,Wyoming,16,23,4,8,13,5.9,7.8,1.5,2.9,4.8,12.65,81,10,50," ""56000""",WY,West
