period_date,year,period,month,period_abbr,period_name,sizeclass_code,industry_code,industry_text,state_code,state_text,jobs,quits,hires
7/1/2021,2021,M07,7,JUL,July,0,110099,Mining and logging,0,Total US,6,1.5,3.8
8/1/2021,2021,M08,8,AUG,August,0,110099,Mining and logging,0,Total US,5.3,1.6,3.8
1/1/2019,2019,M01,1,JAN,January,0,230000,Construction,0,Total US,3.9,2.6,5.7
2/1/2019,2019,M02,2,FEB,February,0,230000,Construction,0,Total US,3.7,2.7,5
3/1/2019,2019,M03,3,MAR,March,0,230000,Construction,0,Total US,4.5,2,5
4/1/2019,2019,M04,4,APR,April,0,230000,Construction,0,Total US,5.2,1.9,6
5/1/2019,2019,M05,5,MAY,May,0,230000,Construction,0,Total US,4.6,2.2,5.2
6/1/2019,2019,M06,6,JUN,June,0,230000,Construction,0,Total US,4,2.5,5.7
7/1/2019,2019,M07,7,JUL,July,0,230000,Construction,0,Total US,4.1,2.3,5
8/1/2019,2019,M08,8,AUG,August,0,230000,Construction,0,Total US,4.1,2.3,5.4
9/1/2019,2019,M09,9,SEP,September,0,230000,Construction,0,Total US,4.2,2.4,5.9
10/1/2019,2019,M10,10,OCT,October,0,230000,Construction,0,Total US,4.1,2.4,6.5
11/1/2019,2019,M11,11,NOV,November,0,230000,Construction,0,Total US,3.1,2.2,5.5
12/1/2019,2019,M12,12,DEC,December,0,230000,Construction,0,Total US,3.3,2.2,5.5
1/1/2020,2020,M01,1,JAN,January,0,230000,Construction,0,Total US,3.7,2.1,5.5
2/1/2020,2020,M02,2,FEB,February,0,230000,Construction,0,Total US,3.8,2,5.1
3/1/2020,2020,M03,3,MAR,March,0,230000,Construction,0,Total US,2.9,1.8,5.3
4/1/2020,2020,M04,4,APR,April,0,230000,Construction,0,Total US,3.3,1.4,3.1
5/1/2020,2020,M05,5,MAY,May,0,230000,Construction,0,Total US,3.9,1.4,10.3
6/1/2020,2020,M06,6,JUN,June,0,230000,Construction,0,Total US,3.2,1.9,7.3
7/1/2020,2020,M07,7,JUL,July,0,230000,Construction,0,Total US,4,2,5.4
8/1/2020,2020,M08,8,AUG,August,0,230000,Construction,0,Total US,3.4,1.3,5.5
9/1/2020,2020,M09,9,SEP,September,0,230000,Construction,0,Total US,3.1,2,5.3
10/1/2020,2020,M10,10,OCT,October,0,230000,Construction,0,Total US,3.3,1.8,5.5
11/1/2020,2020,M11,11,NOV,November,0,230000,Construction,0,Total US,3.4,2.2,5.3
12/1/2020,2020,M12,12,DEC,December,0,230000,Construction,0,Total US,3.5,2.2,5.4
1/1/2021,2021,M01,1,JAN,January,0,230000,Construction,0,Total US,3.9,1.9,4.7
2/1/2021,2021,M02,2,FEB,February,0,230000,Construction,0,Total US,3.6,2.3,5.4
3/1/2021,2021,M03,3,MAR,March,0,230000,Construction,0,Total US,4.3,2.7,5.9
4/1/2021,2021,M04,4,APR,April,0,230000,Construction,0,Total US,4.5,2.4,4.4
5/1/2021,2021,M05,5,MAY,May,0,230000,Construction,0,Total US,4.1,2.1,4.1
6/1/2021,2021,M06,6,JUN,June,0,230000,Construction,0,Total US,4.4,2.5,5
7/1/2021,2021,M07,7,JUL,July,0,230000,Construction,0,Total US,4.5,2.7,5.1
8/1/2021,2021,M08,8,AUG,August,0,230000,Construction,0,Total US,4.4,2.7,5.1
1/1/2019,2019,M01,1,JAN,January,0,300000,Manufacturing,0,Total US,3.3,1.7,2.7
2/1/2019,2019,M02,2,FEB,February,0,300000,Manufacturing,0,Total US,3.5,1.6,2.6
3/1/2019,2019,M03,3,MAR,March,0,300000,Manufacturing,0,Total US,3.3,1.7,2.7
4/1/2019,2019,M04,4,APR,April,0,300000,Manufacturing,0,Total US,3.5,1.8,2.8
5/1/2019,2019,M05,5,MAY,May,0,300000,Manufacturing,0,Total US,3.5,1.6,2.6
6/1/2019,2019,M06,6,JUN,June,0,300000,Manufacturing,0,Total US,3.5,1.6,2.6
7/1/2019,2019,M07,7,JUL,July,0,300000,Manufacturing,0,Total US,3.3,1.5,2.6
8/1/2019,2019,M08,8,AUG,August,0,300000,Manufacturing,0,Total US,3.2,1.6,2.6
9/1/2019,2019,M09,9,SEP,September,0,300000,Manufacturing,0,Total US,3.3,1.7,2.7
10/1/2019,2019,M10,10,OCT,October,0,300000,Manufacturing,0,Total US,3,1.6,2.4
11/1/2019,2019,M11,11,NOV,November,0,300000,Manufacturing,0,Total US,3.2,1.5,2.7
12/1/2019,2019,M12,12,DEC,December,0,300000,Manufacturing,0,Total US,2.9,1.6,2.6
1/1/2020,2020,M01,1,JAN,January,0,300000,Manufacturing,0,Total US,3.1,1.5,2.5
2/1/2020,2020,M02,2,FEB,February,0,300000,Manufacturing,0,Total US,3,1.5,2.8
3/1/2020,2020,M03,3,MAR,March,0,300000,Manufacturing,0,Total US,2.3,1.2,2.5
4/1/2020,2020,M04,4,APR,April,0,300000,Manufacturing,0,Total US,2.4,1,3.1
5/1/2020,2020,M05,5,MAY,May,0,300000,Manufacturing,0,Total US,2.6,1.2,5.5
6/1/2020,2020,M06,6,JUN,June,0,300000,Manufacturing,0,Total US,2.7,1.7,4.1
7/1/2020,2020,M07,7,JUL,July,0,300000,Manufacturing,0,Total US,3.2,1.6,3
8/1/2020,2020,M08,8,AUG,August,0,300000,Manufacturing,0,Total US,3.8,1.9,3.3
9/1/2020,2020,M09,9,SEP,September,0,300000,Manufacturing,0,Total US,4,2.1,3.2
10/1/2020,2020,M10,10,OCT,October,0,300000,Manufacturing,0,Total US,4.3,1.9,3.2
11/1/2020,2020,M11,11,NOV,November,0,300000,Manufacturing,0,Total US,4,1.9,3.3
12/1/2020,2020,M12,12,DEC,December,0,300000,Manufacturing,0,Total US,3.8,2,3.3
1/1/2021,2021,M01,1,JAN,January,0,300000,Manufacturing,0,Total US,4.2,2.1,2.9
2/1/2021,2021,M02,2,FEB,February,0,300000,Manufacturing,0,Total US,4.5,2.1,3.2
3/1/2021,2021,M03,3,MAR,March,0,300000,Manufacturing,0,Total US,5.7,2.1,3.5
4/1/2021,2021,M04,4,APR,April,0,300000,Manufacturing,0,Total US,6.3,2.3,3.3
5/1/2021,2021,M05,5,MAY,May,0,300000,Manufacturing,0,Total US,6.5,2,3.5
6/1/2021,2021,M06,6,JUN,June,0,300000,Manufacturing,0,Total US,6.7,2.5,3.9
7/1/2021,2021,M07,7,JUL,July,0,300000,Manufacturing,0,Total US,6.8,2.4,3.8
8/1/2021,2021,M08,8,AUG,August,0,300000,Manufacturing,0,Total US,6.5,2.5,3.8
1/1/2019,2019,M01,1,JAN,January,0,320000,Durable goods manufacturing,0,Total US,3.4,1.4,2.3
2/1/2019,2019,M02,2,FEB,February,0,320000,Durable goods manufacturing,0,Total US,3.5,1.4,2.3
3/1/2019,2019,M03,3,MAR,March,0,320000,Durable goods manufacturing,0,Total US,3.5,1.4,2.3
4/1/2019,2019,M04,4,APR,April,0,320000,Durable goods manufacturing,0,Total US,3.5,1.6,2.6
5/1/2019,2019,M05,5,MAY,May,0,320000,Durable goods manufacturing,0,Total US,3.5,1.5,2.3
6/1/2019,2019,M06,6,JUN,June,0,320000,Durable goods manufacturing,0,Total US,3.4,1.4,2.3
7/1/2019,2019,M07,7,JUL,July,0,320000,Durable goods manufacturing,0,Total US,3.2,1.3,2.3
8/1/2019,2019,M08,8,AUG,August,0,320000,Durable goods manufacturing,0,Total US,3.4,1.5,2.3
9/1/2019,2019,M09,9,SEP,September,0,320000,Durable goods manufacturing,0,Total US,3.1,1.6,2.4
10/1/2019,2019,M10,10,OCT,October,0,320000,Durable goods manufacturing,0,Total US,3,1.5,2.2
11/1/2019,2019,M11,11,NOV,November,0,320000,Durable goods manufacturing,0,Total US,3.2,1.3,2.6
12/1/2019,2019,M12,12,DEC,December,0,320000,Durable goods manufacturing,0,Total US,2.7,1.4,2.4
1/1/2020,2020,M01,1,JAN,January,0,320000,Durable goods manufacturing,0,Total US,3,1.4,2.3
2/1/2020,2020,M02,2,FEB,February,0,320000,Durable goods manufacturing,0,Total US,3,1.4,2.7
3/1/2020,2020,M03,3,MAR,March,0,320000,Durable goods manufacturing,0,Total US,2.1,1,2.2
4/1/2020,2020,M04,4,APR,April,0,320000,Durable goods manufacturing,0,Total US,2.1,0.6,2.9
5/1/2020,2020,M05,5,MAY,May,0,320000,Durable goods manufacturing,0,Total US,2.5,1.1,5.1
6/1/2020,2020,M06,6,JUN,June,0,320000,Durable goods manufacturing,0,Total US,2.2,1.4,3.6
7/1/2020,2020,M07,7,JUL,July,0,320000,Durable goods manufacturing,0,Total US,2.9,1.4,2.7
8/1/2020,2020,M08,8,AUG,August,0,320000,Durable goods manufacturing,0,Total US,3.2,1.7,3
9/1/2020,2020,M09,9,SEP,September,0,320000,Durable goods manufacturing,0,Total US,3.5,1.8,2.9
10/1/2020,2020,M10,10,OCT,October,0,320000,Durable goods manufacturing,0,Total US,3.9,1.6,3
11/1/2020,2020,M11,11,NOV,November,0,320000,Durable goods manufacturing,0,Total US,3.2,1.7,3
12/1/2020,2020,M12,12,DEC,December,0,320000,Durable goods manufacturing,0,Total US,3.4,1.8,2.9
1/1/2021,2021,M01,1,JAN,January,0,320000,Durable goods manufacturing,0,Total US,3.9,1.9,2.5
2/1/2021,2021,M02,2,FEB,February,0,320000,Durable goods manufacturing,0,Total US,3.8,1.8,2.9
3/1/2021,2021,M03,3,MAR,March,0,320000,Durable goods manufacturing,0,Total US,4.9,2,3.3
4/1/2021,2021,M04,4,APR,April,0,320000,Durable goods manufacturing,0,Total US,5.7,2,2.8
5/1/2021,2021,M05,5,MAY,May,0,320000,Durable goods manufacturing,0,Total US,5.9,1.6,3.1
6/1/2021,2021,M06,6,JUN,June,0,320000,Durable goods manufacturing,0,Total US,6.1,2.1,3.7
7/1/2021,2021,M07,7,JUL,July,0,320000,Durable goods manufacturing,0,Total US,6.3,2,3.4
8/1/2021,2021,M08,8,AUG,August,0,320000,Durable goods manufacturing,0,Total US,5.8,2.1,3.4
1/1/2019,2019,M01,1,JAN,January,0,340000,Nondurable goods manufacturing,0,Total US,3,2.2,3.4
2/1/2019,2019,M02,2,FEB,February,0,340000,Nondurable goods manufacturing,0,Total US,3.6,1.9,3.1
3/1/2019,2019,M03,3,MAR,March,0,340000,Nondurable goods manufacturing,0,Total US,3.1,2.2,3.4
4/1/2019,2019,M04,4,APR,April,0,340000,Nondurable goods manufacturing,0,Total US,3.5,2,3.2
5/1/2019,2019,M05,5,MAY,May,0,340000,Nondurable goods manufacturing,0,Total US,3.5,1.9,3.1
6/1/2019,2019,M06,6,JUN,June,0,340000,Nondurable goods manufacturing,0,Total US,3.7,1.8,3.1
7/1/2019,2019,M07,7,JUL,July,0,340000,Nondurable goods manufacturing,0,Total US,3.5,1.9,3.2
8/1/2019,2019,M08,8,AUG,August,0,340000,Nondurable goods manufacturing,0,Total US,3,1.8,3
9/1/2019,2019,M09,9,SEP,September,0,340000,Nondurable goods manufacturing,0,Total US,3.6,1.9,3.1
10/1/2019,2019,M10,10,OCT,October,0,340000,Nondurable goods manufacturing,0,Total US,3,1.7,2.8
11/1/2019,2019,M11,11,NOV,November,0,340000,Nondurable goods manufacturing,0,Total US,3,1.9,3
12/1/2019,2019,M12,12,DEC,December,0,340000,Nondurable goods manufacturing,0,Total US,3.2,1.8,2.9
1/1/2020,2020,M01,1,JAN,January,0,340000,Nondurable goods manufacturing,0,Total US,3.2,1.7,2.9
2/1/2020,2020,M02,2,FEB,February,0,340000,Nondurable goods manufacturing,0,Total US,3.1,1.6,2.9
3/1/2020,2020,M03,3,MAR,March,0,340000,Nondurable goods manufacturing,0,Total US,2.7,1.5,2.9
4/1/2020,2020,M04,4,APR,April,0,340000,Nondurable goods manufacturing,0,Total US,2.9,1.5,3.4
5/1/2020,2020,M05,5,MAY,May,0,340000,Nondurable goods manufacturing,0,Total US,2.8,1.4,6
6/1/2020,2020,M06,6,JUN,June,0,340000,Nondurable goods manufacturing,0,Total US,3.6,2,5
7/1/2020,2020,M07,7,JUL,July,0,340000,Nondurable goods manufacturing,0,Total US,3.8,1.9,3.6
8/1/2020,2020,M08,8,AUG,August,0,340000,Nondurable goods manufacturing,0,Total US,4.7,2.2,3.9
9/1/2020,2020,M09,9,SEP,September,0,340000,Nondurable goods manufacturing,0,Total US,4.8,2.6,3.6
10/1/2020,2020,M10,10,OCT,October,0,340000,Nondurable goods manufacturing,0,Total US,5,2.4,3.4
11/1/2020,2020,M11,11,NOV,November,0,340000,Nondurable goods manufacturing,0,Total US,5.4,2.3,3.8
12/1/2020,2020,M12,12,DEC,December,0,340000,Nondurable goods manufacturing,0,Total US,4.3,2.3,3.8
1/1/2021,2021,M01,1,JAN,January,0,340000,Nondurable goods manufacturing,0,Total US,4.7,2.4,3.4
2/1/2021,2021,M02,2,FEB,February,0,340000,Nondurable goods manufacturing,0,Total US,5.6,2.5,3.8
3/1/2021,2021,M03,3,MAR,March,0,340000,Nondurable goods manufacturing,0,Total US,7.1,2.4,3.9
4/1/2021,2021,M04,4,APR,April,0,340000,Nondurable goods manufacturing,0,Total US,7.2,2.8,3.9
5/1/2021,2021,M05,5,MAY,May,0,340000,Nondurable goods manufacturing,0,Total US,7.4,2.7,4.1
6/1/2021,2021,M06,6,JUN,June,0,340000,Nondurable goods manufacturing,0,Total US,7.6,3,4.3
7/1/2021,2021,M07,7,JUL,July,0,340000,Nondurable goods manufacturing,0,Total US,7.7,3.1,4.6
8/1/2021,2021,M08,8,AUG,August,0,340000,Nondurable goods manufacturing,0,Total US,7.7,3,4.4
1/1/2019,2019,M01,1,JAN,January,0,400000,"Trade, transportation, and utilities",0,Total US,4.9,2.5,4.1
2/1/2019,2019,M02,2,FEB,February,0,400000,"Trade, transportation, and utilities",0,Total US,4.4,2.7,4
3/1/2019,2019,M03,3,MAR,March,0,400000,"Trade, transportation, and utilities",0,Total US,4.5,2.7,3.9
4/1/2019,2019,M04,4,APR,April,0,400000,"Trade, transportation, and utilities",0,Total US,4.7,2.7,4.1
5/1/2019,2019,M05,5,MAY,May,0,400000,"Trade, transportation, and utilities",0,Total US,4.5,2.8,4.2
6/1/2019,2019,M06,6,JUN,June,0,400000,"Trade, transportation, and utilities",0,Total US,4.6,2.7,4.3
7/1/2019,2019,M07,7,JUL,July,0,400000,"Trade, transportation, and utilities",0,Total US,4.4,2.8,4.4
8/1/2019,2019,M08,8,AUG,August,0,400000,"Trade, transportation, and utilities",0,Total US,4.5,2.8,4.2
9/1/2019,2019,M09,9,SEP,September,0,400000,"Trade, transportation, and utilities",0,Total US,4.4,2.7,4.4
10/1/2019,2019,M10,10,OCT,October,0,400000,"Trade, transportation, and utilities",0,Total US,5.1,2.3,4.1
11/1/2019,2019,M11,11,NOV,November,0,400000,"Trade, transportation, and utilities",0,Total US,4.2,2.9,4.2
12/1/2019,2019,M12,12,DEC,December,0,400000,"Trade, transportation, and utilities",0,Total US,4.2,2.6,4.2
1/1/2020,2020,M01,1,JAN,January,0,400000,"Trade, transportation, and utilities",0,Total US,4.2,3,4.3
2/1/2020,2020,M02,2,FEB,February,0,400000,"Trade, transportation, and utilities",0,Total US,4.2,2.8,4.5
3/1/2020,2020,M03,3,MAR,March,0,400000,"Trade, transportation, and utilities",0,Total US,3.6,2.2,4
4/1/2020,2020,M04,4,APR,April,0,400000,"Trade, transportation, and utilities",0,Total US,3.4,1.8,4.3
5/1/2020,2020,M05,5,MAY,May,0,400000,"Trade, transportation, and utilities",0,Total US,4,2,6.3
6/1/2020,2020,M06,6,JUN,June,0,400000,"Trade, transportation, and utilities",0,Total US,4.1,2.4,5.8
7/1/2020,2020,M07,7,JUL,July,0,400000,"Trade, transportation, and utilities",0,Total US,4.6,2.9,4.8
8/1/2020,2020,M08,8,AUG,August,0,400000,"Trade, transportation, and utilities",0,Total US,4.4,2.7,5
9/1/2020,2020,M09,9,SEP,September,0,400000,"Trade, transportation, and utilities",0,Total US,4.1,2.7,4.7
10/1/2020,2020,M10,10,OCT,October,0,400000,"Trade, transportation, and utilities",0,Total US,4.1,2.8,4.8
11/1/2020,2020,M11,11,NOV,November,0,400000,"Trade, transportation, and utilities",0,Total US,4.3,2.8,4.8
12/1/2020,2020,M12,12,DEC,December,0,400000,"Trade, transportation, and utilities",0,Total US,4.3,3,4.4
1/1/2021,2021,M01,1,JAN,January,0,400000,"Trade, transportation, and utilities",0,Total US,4.6,2.8,4.4
2/1/2021,2021,M02,2,FEB,February,0,400000,"Trade, transportation, and utilities",0,Total US,4.9,2.8,4.1
3/1/2021,2021,M03,3,MAR,March,0,400000,"Trade, transportation, and utilities",0,Total US,5.4,2.9,4.3
4/1/2021,2021,M04,4,APR,April,0,400000,"Trade, transportation, and utilities",0,Total US,5.7,3.5,4.5
5/1/2021,2021,M05,5,MAY,May,0,400000,"Trade, transportation, and utilities",0,Total US,5.8,3.1,4.7
6/1/2021,2021,M06,6,JUN,June,0,400000,"Trade, transportation, and utilities",0,Total US,6.6,3.3,5.8
7/1/2021,2021,M07,7,JUL,July,0,400000,"Trade, transportation, and utilities",0,Total US,6.5,3.5,4.8
8/1/2021,2021,M08,8,AUG,August,0,400000,"Trade, transportation, and utilities",0,Total US,6.8,3.7,5
1/1/2019,2019,M01,1,JAN,January,0,420000,Wholesale trade,0,Total US,4.6,1.3,2.4
2/1/2019,2019,M02,2,FEB,February,0,420000,Wholesale trade,0,Total US,3.6,1.5,2.5
3/1/2019,2019,M03,3,MAR,March,0,420000,Wholesale trade,0,Total US,3.6,1.6,2.2
4/1/2019,2019,M04,4,APR,April,0,420000,Wholesale trade,0,Total US,4.3,1.6,2.6
5/1/2019,2019,M05,5,MAY,May,0,420000,Wholesale trade,0,Total US,3.5,1.7,2.7
6/1/2019,2019,M06,6,JUN,June,0,420000,Wholesale trade,0,Total US,3.3,1.5,2.5
7/1/2019,2019,M07,7,JUL,July,0,420000,Wholesale trade,0,Total US,2.7,1.5,2.9
8/1/2019,2019,M08,8,AUG,August,0,420000,Wholesale trade,0,Total US,3,1.4,2.4
9/1/2019,2019,M09,9,SEP,September,0,420000,Wholesale trade,0,Total US,3.1,1.4,2.7
10/1/2019,2019,M10,10,OCT,October,0,420000,Wholesale trade,0,Total US,4.2,1.1,2.4
11/1/2019,2019,M11,11,NOV,November,0,420000,Wholesale trade,0,Total US,2.9,1.5,2.5
12/1/2019,2019,M12,12,DEC,December,0,420000,Wholesale trade,0,Total US,3,1.3,2.3
1/1/2020,2020,M01,1,JAN,January,0,420000,Wholesale trade,0,Total US,3,1.6,2.4
2/1/2020,2020,M02,2,FEB,February,0,420000,Wholesale trade,0,Total US,3,1.7,2.6
3/1/2020,2020,M03,3,MAR,March,0,420000,Wholesale trade,0,Total US,2.5,1.6,2.3
4/1/2020,2020,M04,4,APR,April,0,420000,Wholesale trade,0,Total US,2.8,1,2.1
5/1/2020,2020,M05,5,MAY,May,0,420000,Wholesale trade,0,Total US,2.5,1,4.1
6/1/2020,2020,M06,6,JUN,June,0,420000,Wholesale trade,0,Total US,2.7,1.5,3
7/1/2020,2020,M07,7,JUL,July,0,420000,Wholesale trade,0,Total US,3,1.6,2.3
8/1/2020,2020,M08,8,AUG,August,0,420000,Wholesale trade,0,Total US,3.4,1.6,2.5
9/1/2020,2020,M09,9,SEP,September,0,420000,Wholesale trade,0,Total US,2.9,1.6,3.5
10/1/2020,2020,M10,10,OCT,October,0,420000,Wholesale trade,0,Total US,3.1,1.6,2.4
11/1/2020,2020,M11,11,NOV,November,0,420000,Wholesale trade,0,Total US,3,1.3,2.7
12/1/2020,2020,M12,12,DEC,December,0,420000,Wholesale trade,0,Total US,3,1.7,2.9
1/1/2021,2021,M01,1,JAN,January,0,420000,Wholesale trade,0,Total US,3.3,1.3,2.7
2/1/2021,2021,M02,2,FEB,February,0,420000,Wholesale trade,0,Total US,3.7,1.4,2.5
3/1/2021,2021,M03,3,MAR,March,0,420000,Wholesale trade,0,Total US,4.3,1.6,2.6
4/1/2021,2021,M04,4,APR,April,0,420000,Wholesale trade,0,Total US,4.8,2,3
5/1/2021,2021,M05,5,MAY,May,0,420000,Wholesale trade,0,Total US,4.6,1.6,2.9
6/1/2021,2021,M06,6,JUN,June,0,420000,Wholesale trade,0,Total US,4.6,1.8,3.1
7/1/2021,2021,M07,7,JUL,July,0,420000,Wholesale trade,0,Total US,4.4,2.3,3.2
8/1/2021,2021,M08,8,AUG,August,0,420000,Wholesale trade,0,Total US,4.5,2.7,3.3
1/1/2019,2019,M01,1,JAN,January,0,440000,Retail trade,0,Total US,4.9,3.2,4.6
2/1/2019,2019,M02,2,FEB,February,0,440000,Retail trade,0,Total US,4.8,3.3,4.6
3/1/2019,2019,M03,3,MAR,March,0,440000,Retail trade,0,Total US,4.7,3.3,4.6
4/1/2019,2019,M04,4,APR,April,0,440000,Retail trade,0,Total US,4.6,3.2,4.7
5/1/2019,2019,M05,5,MAY,May,0,440000,Retail trade,0,Total US,4.6,3.4,4.9
6/1/2019,2019,M06,6,JUN,June,0,440000,Retail trade,0,Total US,4.9,3.5,5.1
7/1/2019,2019,M07,7,JUL,July,0,440000,Retail trade,0,Total US,5.1,3.4,5.1
8/1/2019,2019,M08,8,AUG,August,0,440000,Retail trade,0,Total US,4.9,3.5,5
9/1/2019,2019,M09,9,SEP,September,0,440000,Retail trade,0,Total US,4.5,3.4,5
10/1/2019,2019,M10,10,OCT,October,0,440000,Retail trade,0,Total US,5.4,2.8,4.5
11/1/2019,2019,M11,11,NOV,November,0,440000,Retail trade,0,Total US,4.4,3.7,4.9
12/1/2019,2019,M12,12,DEC,December,0,440000,Retail trade,0,Total US,4.4,3.2,4.9
1/1/2020,2020,M01,1,JAN,January,0,440000,Retail trade,0,Total US,4.6,3.8,5.1
2/1/2020,2020,M02,2,FEB,February,0,440000,Retail trade,0,Total US,4.5,3.4,5.4
3/1/2020,2020,M03,3,MAR,March,0,440000,Retail trade,0,Total US,3.6,2.5,4.7
4/1/2020,2020,M04,4,APR,April,0,440000,Retail trade,0,Total US,3.3,2.2,5.5
5/1/2020,2020,M05,5,MAY,May,0,440000,Retail trade,0,Total US,4.6,2.3,7.4
6/1/2020,2020,M06,6,JUN,June,0,440000,Retail trade,0,Total US,4.3,2.8,7
7/1/2020,2020,M07,7,JUL,July,0,440000,Retail trade,0,Total US,5,3.6,5.3
8/1/2020,2020,M08,8,AUG,August,0,440000,Retail trade,0,Total US,4.7,3.4,6.1
9/1/2020,2020,M09,9,SEP,September,0,440000,Retail trade,0,Total US,4.3,3.1,4.9
10/1/2020,2020,M10,10,OCT,October,0,440000,Retail trade,0,Total US,4.4,3.4,4.9
11/1/2020,2020,M11,11,NOV,November,0,440000,Retail trade,0,Total US,4.5,3.6,4.7
12/1/2020,2020,M12,12,DEC,December,0,440000,Retail trade,0,Total US,4.8,3.6,5.3
1/1/2021,2021,M01,1,JAN,January,0,440000,Retail trade,0,Total US,5,3.5,5.1
2/1/2021,2021,M02,2,FEB,February,0,440000,Retail trade,0,Total US,5.1,3.6,4.8
3/1/2021,2021,M03,3,MAR,March,0,440000,Retail trade,0,Total US,5.6,3.6,5
4/1/2021,2021,M04,4,APR,April,0,440000,Retail trade,0,Total US,5.9,4.1,5.2
5/1/2021,2021,M05,5,MAY,May,0,440000,Retail trade,0,Total US,6.3,3.9,5.5
6/1/2021,2021,M06,6,JUN,June,0,440000,Retail trade,0,Total US,7.2,4.2,7.3
7/1/2021,2021,M07,7,JUL,July,0,440000,Retail trade,0,Total US,6.9,4.4,5.6
8/1/2021,2021,M08,8,AUG,August,0,440000,Retail trade,0,Total US,7.2,4.7,5.9
1/1/2019,2019,M01,1,JAN,January,0,480099,"Transportation, warehousing, and utilities",0,Total US,5.4,2,4.2
2/1/2019,2019,M02,2,FEB,February,0,480099,"Transportation, warehousing, and utilities",0,Total US,4.1,2.2,3.9
3/1/2019,2019,M03,3,MAR,March,0,480099,"Transportation, warehousing, and utilities",0,Total US,5.2,2.1,3.9
4/1/2019,2019,M04,4,APR,April,0,480099,"Transportation, warehousing, and utilities",0,Total US,5.2,2.1,4
5/1/2019,2019,M05,5,MAY,May,0,480099,"Transportation, warehousing, and utilities",0,Total US,5.1,2.2,3.9
6/1/2019,2019,M06,6,JUN,June,0,480099,"Transportation, warehousing, and utilities",0,Total US,5.1,2,4
7/1/2019,2019,M07,7,JUL,July,0,480099,"Transportation, warehousing, and utilities",0,Total US,4.3,2.3,4.3
8/1/2019,2019,M08,8,AUG,August,0,480099,"Transportation, warehousing, and utilities",0,Total US,4.8,2.4,4.2
9/1/2019,2019,M09,9,SEP,September,0,480099,"Transportation, warehousing, and utilities",0,Total US,5.2,2.2,4.3
10/1/2019,2019,M10,10,OCT,October,0,480099,"Transportation, warehousing, and utilities",0,Total US,5.1,2.2,4.4
11/1/2019,2019,M11,11,NOV,November,0,480099,"Transportation, warehousing, and utilities",0,Total US,5,2.1,4.3
12/1/2019,2019,M12,12,DEC,December,0,480099,"Transportation, warehousing, and utilities",0,Total US,4.6,2.4,4.3
1/1/2020,2020,M01,1,JAN,January,0,480099,"Transportation, warehousing, and utilities",0,Total US,4.5,2.3,4.2
2/1/2020,2020,M02,2,FEB,February,0,480099,"Transportation, warehousing, and utilities",0,Total US,4.8,2.2,4.3
3/1/2020,2020,M03,3,MAR,March,0,480099,"Transportation, warehousing, and utilities",0,Total US,4.9,2.1,3.9
4/1/2020,2020,M04,4,APR,April,0,480099,"Transportation, warehousing, and utilities",0,Total US,4.1,1.6,3.6
5/1/2020,2020,M05,5,MAY,May,0,480099,"Transportation, warehousing, and utilities",0,Total US,3.9,2.2,5.7
6/1/2020,2020,M06,6,JUN,June,0,480099,"Transportation, warehousing, and utilities",0,Total US,5,2.1,5.6
7/1/2020,2020,M07,7,JUL,July,0,480099,"Transportation, warehousing, and utilities",0,Total US,4.8,2.4,5.7
8/1/2020,2020,M08,8,AUG,August,0,480099,"Transportation, warehousing, and utilities",0,Total US,4.5,2.2,4.3
9/1/2020,2020,M09,9,SEP,September,0,480099,"Transportation, warehousing, and utilities",0,Total US,4.6,2.4,5.5
10/1/2020,2020,M10,10,OCT,October,0,480099,"Transportation, warehousing, and utilities",0,Total US,4.3,2.3,6.5
11/1/2020,2020,M11,11,NOV,November,0,480099,"Transportation, warehousing, and utilities",0,Total US,4.7,2.2,6.7
12/1/2020,2020,M12,12,DEC,December,0,480099,"Transportation, warehousing, and utilities",0,Total US,4.3,2.7,3.6
1/1/2021,2021,M01,1,JAN,January,0,480099,"Transportation, warehousing, and utilities",0,Total US,5,2.3,4.1
2/1/2021,2021,M02,2,FEB,February,0,480099,"Transportation, warehousing, and utilities",0,Total US,5.5,2.1,3.9
3/1/2021,2021,M03,3,MAR,March,0,480099,"Transportation, warehousing, and utilities",0,Total US,6.1,2.5,4
4/1/2021,2021,M04,4,APR,April,0,480099,"Transportation, warehousing, and utilities",0,Total US,6.1,3.3,3.9
5/1/2021,2021,M05,5,MAY,May,0,480099,"Transportation, warehousing, and utilities",0,Total US,5.9,2.6,4.4
6/1/2021,2021,M06,6,JUN,June,0,480099,"Transportation, warehousing, and utilities",0,Total US,7,2.6,4.5
7/1/2021,2021,M07,7,JUL,July,0,480099,"Transportation, warehousing, and utilities",0,Total US,7.3,2.3,4.3
